Price Date,Modal Price (Rs./Quintal)
2016-12-25,3651.0
2016-12-26,2500.0
2016-12-27,3000.0
2016-12-28,3550.0
2016-12-29,2186.0
2016-12-30,3029.0
2016-12-31,3801.0
2017-01-01,4092.0
2017-01-02,2998.0
2017-01-03,1970.0
2017-01-04,2485.0
2017-01-05,3000.0
2017-01-06,3886.0
2017-01-07,2105.0
2017-01-08,3000.0
2017-01-09,3700.0
2017-01-10,3306.0
2017-01-11,3051.0
2017-01-12,2450.0
2017-01-13,2311.0
2017-01-14,2608.0
2017-01-15,3751.0
2017-01-16,2975.0
2017-01-17,2151.0
2017-01-18,3045.0
2017-01-19,1950.0
2017-01-20,2382.2
2017-01-21,2814.4
2017-01-22,3246.6
2017-01-23,3678.8
2017-01-24,4111.0
2017-01-25,2275.0
2017-01-26,2500.0
2017-01-27,1950.0
2017-01-28,2530.0
2017-01-29,3110.0
2017-01-30,3143.3333333333335
2017-01-31,3176.6666666666665
2017-02-01,3210.0
2017-02-02,2801.0
2017-02-03,2736.5
2017-02-04,2672.0
2017-02-05,2911.5
2017-02-06,3151.0
2017-02-07,3520.0
2017-02-08,2530.0
2017-02-09,3240.0
2017-02-10,2280.0
2017-02-11,3911.0
2017-02-12,3300.0
2017-02-13,2635.0
2017-02-14,1970.0
2017-02-15,4359.0
2017-02-16,2280.0
2017-02-17,3300.0
2017-02-18,3334.0
2017-02-19,3368.0
2017-02-20,3545.0
2017-02-21,2715.0
2017-02-22,2300.0
2017-02-23,2646.6666666666665
2017-02-24,2993.3333333333335
2017-02-25,3340.0
2017-02-26,2701.0
2017-02-27,2901.0
2017-02-28,3101.0
2017-03-01,2300.0
2017-03-02,2450.0
2017-03-03,2600.0
2017-03-04,2750.0
2017-03-05,3750.0
2017-03-06,3275.0
2017-03-07,2800.0
2017-03-08,2325.0
2017-03-09,3667.0
2017-03-10,2250.0
2017-03-11,2325.0
2017-03-12,2200.0
2017-03-13,2586.5
2017-03-14,2973.0
2017-03-15,3750.0
2017-03-16,3290.0
2017-03-17,2470.5
2017-03-18,1651.0
2017-03-19,2470.5
2017-03-20,3290.0
2017-03-21,3290.0
2017-03-22,4351.0
2017-03-23,4345.0
2017-03-24,3322.5
2017-03-25,2300.0
2017-03-26,2350.0
2017-03-27,3656.0
2017-03-28,2650.0
2017-03-29,4200.0
2017-03-30,3656.0
2017-03-31,2300.0
2017-04-01,2431.5
2017-04-02,2563.0
2017-04-03,2740.0
2017-04-04,2350.0
2017-04-05,2850.0
2017-04-06,2850.0
2017-04-07,4751.0
2017-04-08,3555.5
2017-04-09,2360.0
2017-04-10,2410.0
2017-04-11,2890.0
2017-04-12,2350.0
2017-04-13,2300.0
2017-04-14,3385.0
2017-04-15,2842.5
2017-04-16,2300.0
2017-04-17,3375.0
2017-04-18,2875.0
2017-04-19,2990.0
